trail_id,trail_name,area_id,area_name,routeType,popularity,state,longitude,latitude,activities,features,obstacles,avgRating,difficulty,duration,elevationGain,elevationMax,elevationStart,length,completedCount,photoCount,reviewCount,trackCount,overview
10030733,Mount Marcy via Van Hoevenberg Trail,10157573.0,High Peaks Wilderness,Out & Back,34.2627,New York,-73.9638,44.182959999999994,"['Backpacking', 'Birding', 'Hiking', 'Nature Trips', 'Rock Climbing', 'Trail Running', 'Walking']","['Dogs Leash', 'Dogs No', 'Forest', 'Lake', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']","['Muddy', 'Rocky']",4.5,7.0,21600.0,1070.7624,1625.8032,667.8168000000002,22691.694,792,381,227,80,"Mount Marcy via Van Hoevenberg Trail is a 14.1 mile heavily trafficked out and back trail located near Lake Placid, New York that features a lake and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash."
10035044,Gertrude's Nose Trail,10160468.0,Minnewaska State Park Preserve,Loop,33.8197,New York,-74.23526290000001,41.7292091,"['Birding', 'Hiking', 'Nature Trips', 'Trail Running', 'Walking']","['Beach', 'Cave', 'Dogs Leash', 'Forest', 'Lake', 'Views']","['Scramble', 'Snow']",4.5,5.0,3600.0,346.8624000000001,545.8968,511.7592,10621.643999999998,658,461,292,220,"Gertrude's Nose Trail is a 6.6 mile moderately trafficked loop trail located near Gardiner, New York that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from March until September. Dogs are also able to use this trail but must be kept on leash."
10021374,Sam's Point and Verkeerderkill Falls Trail,10159144.0,Sam's Point Preserve,Loop,33.2611,New York,-74.3611765,41.6699626,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Walking']","['Cave', 'Dogs Leash', 'Forest', 'Lake', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']","['Rocky', 'Scramble', 'Snow']",4.5,5.0,21600.0,301.752,695.8584000000002,608.9904,13196.587999999998,760,390,271,177,"Sam's Point and Verkeerderkill Falls Trail is a 8.2 mile moderately trafficked loop trail located near Cragsmoor, New York that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash."
10038687,Cornish Estate Trail Loop,10113666.0,Hudson Highlands State Park,Loop,33.1671,New York,-73.96568,41.426809999999996,"['Birding', 'Hiking', 'Nature Trips', 'Trail Running', 'Walking']","['Dogs', 'River', 'Views']",['Rocky'],4.5,3.0,9000.0,422.7576,429.768,5.7912,7885.766,735,476,321,303,"Cornish Estate Trail Loop is a 4.9 mile moderately trafficked loop trail located near Cold Spring, New York that features a river and is rated as moderate. The trail offers a number of activity options and is best used from February until November. Dogs are also able to use this trail."
10238986,Buck Mountain Trail,10163239.0,Lake George Wild Forest,Out & Back,33.093,New York,-73.63035,43.50931,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs Leash', 'Forest', 'Lake', 'River', 'Views', 'Wild Flowers', 'Wildlife']","['Bugs', 'Rocky', 'Scramble']",4.5,5.0,10800.0,596.7984,709.8792000000002,105.7656,9334.172,916,266,347,224,"Buck Mountain Trail is a 5.8 mile moderately trafficked out and back trail located near Pilot Knob, New York that features a lake and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10111968,Reeves Brook Loop Trail,10113637.0,Harriman State Park,Loop,31.6996,New York,-74.16875,41.17394,"['Backpacking', 'Hiking', 'Trail Running', 'Walking']","['Cave', 'Dogs', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wildlife']",['Scramble'],4.5,3.0,10800.0,260.9088,367.8936,132.8928,6115.491999999998,589,246,277,293,"Reeves Brook Loop Trail is a 3.8 mile lightly trafficked loop trail located near Sloatsburg, New York that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, trail running, and backpacking and is accessible year-round. Dogs are also able to use this trail."
10300136,Storm King Mountain via Storm King Trail,10113965.0,Storm King State Park,Loop,31.6104,New York,-74.00064,41.42317,"['Birding', 'Hiking', 'Nature Trips', 'Trail Running', 'Walking']","['Dogs', 'Forest', 'River', 'Views', 'Wild Flowers', 'Wildlife']","['Rocky', 'Scramble']",4.5,3.0,,199.9488,417.8808,285.9024,4828.02,994,493,384,409,"Storm King Mountain via Storm King Trail is a 3 mile heavily trafficked loop trail located near Cornwall, New York that features a river and is rated as moderate. The trail offers a number of activity options and is best used from August until August. Dogs are also able to use this trail."
10241281,Giant Mountain via Ridge Trail,10116919.0,Adirondack Park,Out & Back,30.8714,New York,-73.7436676,44.1382552,"['Camping', 'Hiking', 'Nature Trips', 'Rock Climbing']","['Dogs No', 'Forest', 'Lake', 'Views', 'Wild Flowers', 'Wildlife']","['Muddy', 'Rocky', 'Scramble', 'Snow']",4.5,7.0,18000.0,834.8472,1375.8672,490.728,8368.568000000001,676,399,223,132,"Giant Mountain via Ridge Trail is a 5.2 mile moderately trafficked out and back trail located near Saint Huberts, New York that features a lake and is only recommended for very experienced adventurers. The trail is primarily used for hiking, rock climbing, camping, and nature trips and is best used from June until March."
10024155,Rim & Gorge Trail,10113918.0,Robert H. Treman State Park,Loop,30.6063,New York,-76.55713,42.39805,"['Birding', 'Hiking', 'Nature Trips', 'Trail Running', 'Walking']","['Dogs Leash', 'Kids', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']",[],4.5,3.0,10800.0,277.9776,306.9336,146.9136,7563.898,714,422,303,250,"Rim & Gorge Trail is a 4.7 mile moderately trafficked loop trail located near Ithaca, New York that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail but must be kept on leash."
10102084,Popolopen Torne Loop,10113386.0,Bear Mountain State Park,Loop,29.685,New York,-73.9874482,41.323861799999996,['Hiking'],"['Beach', 'Dogs Leash', 'Forest', 'River', 'Views', 'Waterfall']","['Rocky', 'Scramble']",4.5,5.0,12600.0,373.9896,284.988,29.8704,8207.633999999998,564,232,269,239,"Popolopen Torne Loop is a 5.1 mile moderately trafficked loop trail located near Highland Falls, New York that features a waterfall and is rated as difficult. The trail is primarily used for hiking and is best used from April until November. Dogs are also able to use this trail but must be kept on leash."
10111929,North Rim and South Rim Red Trail Loop,10159435.0,Plotter Kill Nature Preserve ,Loop,29.4846,New York,-74.05165,42.82613,"['Birding', 'Hiking', 'Nature Trips', 'Trail Running', 'Walking']","['Dogs', 'Forest', 'River', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']","['Blowdown', 'Muddy', 'Old Growth']",4.0,3.0,16200.0,249.93599999999998,262.7376,262.7376,8690.436,896,247,315,244,"North Rim and South Rim Red Trail Loop is a 5.4 mile lightly trafficked loop trail located near Schenectady, New York that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail."
10032431,Giant Ledge and Panther Mountain Trail,10120299.0,Catskill State Park,Out & Back,28.9943,New York,-74.40391,42.02665,"['Birding', 'Camping', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Walking']","['Dogs', 'Forest', 'Views', 'Wild Flowers']","['Bugs', 'Rocky', 'Scramble']",4.5,3.0,14400.0,603.8088,1133.856,656.8439999999999,10138.842,470,257,209,151,"Giant Ledge and Panther Mountain Trail is a 6.3 mile heavily trafficked out and back trail located near Big Indian, New York that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail."
10029110,Black Mountain and Lake George Trail,10163239.0,Lake George Wild Forest,Loop,28.7835,New York,-73.49306999999999,43.6115,"['Birding', 'Hiking', 'Nature Trips', 'Walking']","['Dogs Leash', 'Forest', 'Lake', 'Views', 'Wild Flowers', 'Wildlife']",['Muddy'],4.5,3.0,14400.0,414.8328,806.8056,441.96,12391.918,521,238,193,114,"Black Mountain and Lake George Trail is a 7.7 mile lightly trafficked loop trail located near Clemons, New York that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from May until October. Dogs are also able to use this trail but must be kept on leash."
10230333,Algonquin Peak and Wright Peak Loop Trail ,10157573.0,High Peaks Wilderness,Loop,28.4998,New York,-73.96388,44.18309,"['Birding', 'Camping', 'Hiking', 'Nature Trips', 'Walking']","['Dogs Leash', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']","['Muddy', 'Rocky', 'Scramble']",4.5,5.0,27000.0,1080.8208,1554.7848,668.7312000000002,18990.212,554,115,171,75,"Algonquin Peak and Wright Peak Loop Trail  is a 11.8 mile moderately trafficked loop trail located near Lake Placid, New York that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from June until October. Dogs are also able to use this trail but must be kept on leash."
10029103,Whiteface Mountain Summit Trail,10162183.0,Wilmington Wild Forest,Out & Back,27.0369,New York,-73.8368797,44.3933156,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Walking']","['Dogs Leash', 'Forest', 'Views']","['Muddy', 'Rocky', 'Snow']",4.5,5.0,18000.0,1102.7664,1473.7079999999999,389.8392,14966.862,511,220,152,129,"Whiteface Mountain Summit Trail is a 9.3 mile moderately trafficked out and back trail located near Wilmington, New York that features a great forest setting and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10235175,Ampersand Mountain Trail,10116919.0,Adirondack Park,Out & Back,27.0143,New York,-74.239769,44.251208899999995,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs', 'Forest', 'Views', 'Wild Flowers', 'Wildlife']","['Muddy', 'Rocky', 'Scramble']",4.5,7.0,18000.0,527.9136,1008.888,474.8784,7885.766,518,187,202,136,"Ampersand Mountain Trail is a 4.9 mile moderately trafficked out and back trail located near Saranac Lake, New York that features beautiful wild flowers and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from June until March. Dogs are also able to use this trail."
10021346,Taughannock Falls ,10113970.0,Taughannock Falls State Park,Out & Back,26.8658,New York,-76.5988898,42.5451922,"['Birding', 'Hiking', 'Nature Trips', 'Paddle Sports', 'Walking']","['Dogs Leash', 'Lake', 'Kids', 'Views', 'Waterfall']",[],4.5,1.0,2700.0,77.72399999999999,155.7528,120.7008,3057.746,687,340,212,169,"Taughannock Falls  is a 1.9 mile moderately trafficked out and back trail located near Trumansburg, New York that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10035282,Gorge Trail to Bear Trail to Lake Treman Loop,10113428.0,Buttermilk Falls State Park,Loop,26.8343,New York,-76.52103000000001,42.41729,"['Hiking', 'Nature Trips', 'Walking']","['Dogs Leash', 'Forest', 'Lake', 'Kids', 'River', 'Waterfall']",[],4.5,3.0,,211.83599999999998,309.9816,126.7968,7242.03,697,198,213,164,"Gorge Trail to Bear Trail to Lake Treman Loop is a 4.5 mile moderately trafficked loop trail located near Ithaca, New York that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10234349,Bald Mountain (Rondaxe Fire Tower),10116919.0,Adirondack Park,Out & Back,26.2085,New York,-74.8996353,43.745553,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Walking']","['Dogs Leash', 'Forest', 'Kids', 'Views', 'Wild Flowers']","['Blowdown', 'Muddy', 'Rocky']",4.5,3.0,3600.0,118.87200000000001,705.9168000000002,594.9696,2735.878,615,259,221,102,"Bald Mountain (Rondaxe Fire Tower) is a 1.7 mile heavily trafficked out and back trail located near Old Forge, New York that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10122785,Bonticou Crag Trail,10117938.0,Mohonk Preserve,Loop,26.1751,New York,-74.12728790000001,41.7953442,"['Birding', 'Hiking', 'Mountain Biking', 'Nature Trips', 'Rock Climbing', 'Trail Running', 'Walking', 'Horseback Riding']","['Dogs Leash', 'Forest', 'Views', 'Wild Flowers']",['Scramble'],4.5,5.0,9000.0,135.9408,360.8832,203.9112,3701.482,464,193,189,130,"Bonticou Crag Trail is a 2.3 mile lightly trafficked loop trail located near High Falls, New York that features beautiful wild flowers and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10019286,Indian Head Mountain Loop,10120299.0,Catskill State Park,Loop,26.1375,New York,-74.1041243,42.133820899999996,"['Birding', 'Camping', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Walking']","['Dogs', 'Forest', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']","['Muddy', 'Old Growth', 'Rocky']",4.5,5.0,14400.0,504.7488,1085.6976,629.7168,9495.106,338,273,141,118,"Indian Head Mountain Loop is a 5.9 mile moderately trafficked loop trail located near Elka Park, New York that features a waterfall and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail."
10240584,Prospect Mountain Trail,10142503.0,Lake George Battlefield Park,Out & Back,26.0011,New York,-73.72005,43.42545,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs Leash', 'Forest', 'Lake', 'Kids', 'Views', 'Wild Flowers', 'Wildlife']",[],4.0,3.0,10800.0,460.8576000000001,608.9904,133.8072,4506.151999999999,805,159,255,226,"Prospect Mountain Trail is a 3 mile heavily trafficked out and back trail located near Lake George, New York that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10214822,Crane Mountain Loop Hike,10116919.0,Adirondack Park,Loop,25.8847,New York,-73.96778,43.53768,"['Birding', 'Camping', 'Fishing', 'Hiking', 'Nature Trips', 'Walking']","['Cave', 'Dogs No', 'Forest', 'Lake', 'Views', 'Wild Flowers', 'Wildlife']","['Rocky', 'Scramble']",4.5,5.0,18000.0,384.9624,987.8568,635.8128,5149.888,467,301,173,83,"Crane Mountain Loop Hike is a 3.2 mile heavily trafficked loop trail located near Warrensburg, New York that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from June until October."
10026299,Slide Mountain Trail,10120299.0,Catskill State Park,Loop,24.9036,New York,-74.42594,42.00827,"['Backpacking', 'Birding', 'Camping', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs Leash', 'Forest', 'Views', 'Wild Flowers', 'Wildlife']","['Muddy', 'Rocky', 'Scramble']",4.0,3.0,16200.0,542.8488,1272.8448,740.9688,10621.643999999998,387,170,127,115,"Slide Mountain Trail is a 6.6 mile heavily trafficked loop trail located near Big Indian, New York that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from January until October. Dogs are also able to use this trail but must be kept on leash."
10111436,Elk Pen Loop Trail,10113637.0,Harriman State Park,Loop,24.8591,New York,-74.15433,41.26467,"['Birding', 'Hiking', 'Nature Trips', 'Trail Running', 'Walking']","['Beach', 'Dogs Leash', 'Forest', 'Lake', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']","['Rocky', 'Scramble']",4.5,3.0,18000.0,472.7448,406.908,174.95520000000005,11265.38,546,219,213,208,"Elk Pen Loop Trail is a 7 mile moderately trafficked loop trail located near Tuxedo Park, New York that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10011648,"Artist's Rock, Sunset Rock, and Newman's Ledge via Mary's Glen Trail",10120299.0,Catskill State Park,Loop,24.6328,New York,-74.03403,42.19845,"['Birding', 'Camping', 'Hiking', 'Mountain Biking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking', 'Cross Country Skiing', 'Horseback Riding']","['Dogs Leash', 'Forest', 'Lake', 'Kids', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']","['Rocky', 'Snow']",4.5,3.0,,217.932,844.9056,656.8439999999999,6598.293999999999,338,257,134,94,"Artist's Rock, Sunset Rock, and Newman's Ledge via Mary's Glen Trail is a 4.1 mile moderately trafficked loop trail located near Tannersville, New York that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10041652,Blue Mountain Trail to Blue Mountain Lake Fire Tower,10116919.0,Adirondack Park,Out & Back,24.3419,New York,-74.43146999999999,43.87477,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs Leash', 'Forest', 'Kids', 'Views', 'Wild Flowers']","['Muddy', 'Rocky', 'Snow']",4.5,3.0,10800.0,479.7552,1143.9144,670.8648000000002,6759.228,487,164,181,112,"Blue Mountain Trail to Blue Mountain Lake Fire Tower is a 4.2 mile heavily trafficked out and back trail located near Blue Mountain Lake, New York that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10032441,Indian Ladder Trail,10117309.0,John Boyd Thacher State Park,Out & Back,23.9552,New York,-74.00652,42.650690000000004,"['Birding', 'Camping', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking', 'Cross Country Skiing']","['Dogs Leash', 'Forest', 'Kids', 'Views', 'Waterfall', 'Wild Flowers', 'Wildlife']",['Snow'],4.5,1.0,10800.0,207.8736,368.80800000000005,346.8624000000001,6276.426,810,164,184,112,"Indian Ladder Trail is a 3.9 mile moderately trafficked out and back trail located near Voorheesville, New York that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is best used from May until October. Dogs are also able to use this trail but must be kept on leash."
10241295,Mount Jo Loop Trail,10157573.0,High Peaks Wilderness,Loop,23.9405,New York,-73.96451,44.1832,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs Leash', 'Forest', 'Lake', 'Views', 'Wild Flowers', 'Wildlife']","['Muddy', 'Rocky', 'Scramble']",4.5,3.0,10800.0,195.9864,872.9472000000002,667.8168000000002,3379.614,451,152,176,105,"Mount Jo Loop Trail is a 2.1 mile moderately trafficked loop trail located near Lake Placid, New York that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash."
10019277,Vroman's Nose Loop Trail,,,Loop,23.9098,New York,-74.35786999999999,42.59453,"['Birding', 'Hiking', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs Leash', 'Forest', 'Kids', 'Views']",[],4.5,1.0,7200.0,150.876,362.7120000000001,229.8192,2735.878,587,113,193,99,"Vroman's Nose Loop Trail is a 1.7 mile moderately trafficked loop trail located near Middleburgh, New York that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from April until November. Dogs are also able to use this trail but must be kept on leash."
10246325,Big Slide Yard Mountain Loop Trail,10116919.0,Adirondack Park,Loop,23.6704,New York,-73.81699,44.18873,"['Birding', 'Camping', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Walking']","['Dogs No', 'Forest', 'River', 'Views', 'Wild Flowers', 'Wildlife']",['Rocky'],4.5,7.0,21600.0,942.7464,1286.8656,466.95360000000005,15932.466,319,260,104,67,"Big Slide Yard Mountain Loop Trail is a 9.9 mile moderately trafficked loop trail located near Keene Valley, New York that features a river and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from June until March."
10240847,Lake Minnewaska Loop Trail,10160468.0,Minnewaska State Park Preserve,Loop,23.3426,New York,-74.2371941,41.7287527,"['Birding', 'Hiking', 'Mountain Biking', 'Nature Trips', 'Trail Running', 'Walking']","['Dogs Leash', 'Forest', 'Lake', 'Kids', 'Views', 'Wild Flowers', 'Wildlife']",[],4.5,1.0,7200.0,64.92240000000001,539.8008,518.7696000000002,3218.68,530,211,161,123,"Lake Minnewaska Loop Trail is a 2 mile heavily trafficked loop trail located near Kerhonkson, New York that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail but must be kept on leash."
10024470,Poke-O-Moonshine Trail,10116919.0,Adirondack Park,Out & Back,23.0698,New York,-73.5021186,44.4035033,"['Birding', 'Hiking', 'Nature Trips', 'Rock Climbing', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs', 'Forest', 'Kids', 'Views', 'Wild Flowers']","['Rocky', 'Snow']",4.5,3.0,,390.7536,663.8544,266.7,3701.482,393,196,140,114,"Poke-O-Moonshine Trail is a 2.3 mile moderately trafficked out and back trail located near Keeseville, New York that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail."
10198524,Saint Regis Mountain Trail,10116919.0,Adirondack Park,Out & Back,22.9823,New York,-74.3002796,44.431512100000006,"['Birding', 'Hiking', 'Nature Trips', 'Snowshoeing', 'Trail Running', 'Walking']","['Dogs', 'Forest', 'River', 'Views', 'Wild Flowers', 'Wildlife']","['Bugs', 'Muddy', 'Rocky', 'Scramble', 'Washed Out']",4.5,3.0,12600.0,466.95360000000005,874.7760000000002,489.8136,9977.908000000001,332,196,126,92,"Saint Regis Mountain Trail is a 6.2 mile moderately trafficked out and back trail located near Santa Clara, New York that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail."
